Desert,Mountain,Water,Land,Forest,Snow,Average_Temperature,Is_Raining,Had_A_Good_Sleep,Winner,Winner_Time,Second,Second_Time,Third,Third_Time
6646,9442,897,4403,4165,262,17,Yes,Yes,horse,176,rat,189,snake,191
1677,7120,2756,3531,1256,7963,21,Yes,Yes,goat,166,monkey,181,horse,186
1889,3456,3377,5848,751,5749,33,Yes,No,horse,163,goat,164,rat,165
1399,467,8550,8846,3711,1776,36,Yes,No,pig,122,rabbit,162,ox,166
2922,5585,9107,1317,9879,8015,36,Yes,Yes,pig,252,ox,264,rabbit,265
9930,7821,2913,5145,4743,8859,23,Yes,Yes,dog,301,snake,303,horse,310
4821,3380,4275,9250,2137,4042,33,Yes,Yes,horse,209,rat,210,dog,213
7408,2520,2130,5920,4930,1371,35,Yes,No,ox,133,pig,155,rabbit,159
5236,9291,4786,3001,4686,8855,11,Yes,No,goat,270,monkey,272,horse,290
2199,7549,4967,9642,6498,1943,24,Yes,Yes,horse,233,rooster,247,rat,250
8457,8634,8770,2305,1770,598,20,Yes,Yes,rat,214,dragon,221,tiger,236
2359,2161,3005,2802,6274,9419,32,Yes,Yes,monkey,191,goat,194,dog,199
568,4060,1246,7589,6889,8883,29,Yes,No,goat,193,rooster,198,horse,211
7063,8367,1264,3724,1904,5284,34,Yes,No,horse,205,rat,211,snake,214
2558,359,1504,5967,937,1687,22,Yes,Yes,horse,93,dog,96,rat,99
7137,982,8713,3283,4519,5997,20,Yes,No,dog,238,tiger,241,rat,242
1485,1567,7152,1930,4910,4275,16,Yes,No,tiger,161,dragon,172,monkey,172
3749,9387,312,9319,1364,7449,32,Yes,Yes,horse,204,goat,212,rooster,237
727,685,3748,4967,5559,785,37,Yes,No,pig,83,ox,97,rabbit,111
9689,3238,8745,4501,6007,8480,32,Yes,Yes,dog,313,rat,323,snake,323
6551,3235,4287,321,1292,422,31,Yes,Yes,rat,116,tiger,124,dragon,127
8146,1836,1324,8668,3107,1899,24,Yes,No,dog,176,horse,180,rat,186
6359,6221,1851,2910,8313,7186,39,Yes,Yes,ox,190,rabbit,210,pig,237
8510,291,8423,8519,4176,2202,11,Yes,Yes,pig,263,horse,279,dragon,282
9809,9109,6823,2109,3148,4080,22,Yes,Yes,rat,261,dragon,275,tiger,277
5803,407,3893,4750,5201,7427,28,Yes,Yes,dog,203,snake,213,monkey,224
970,4497,2699,3554,8059,612,27,Yes,Yes,tiger,146,snake,148,goat,151
7578,5414,2208,2949,6172,2784,19,Yes,No,snake,202,dog,208,tiger,209
1990,3506,1987,645,7706,15,40,Yes,Yes,ox,96,pig,101,tiger,106
1988,28,7111,6556,5739,3859,38,Yes,No,pig,139,rabbit,164,ox,166
1973,8201,7667,9572,5882,4814,26,Yes,No,horse,290,rat,293,rooster,294
1344,5033,2300,7584,2142,7055,22,Yes,No,goat,178,horse,181,rooster,185
7827,3652,2394,2899,1600,871,17,Yes,No,rat,139,dog,147,snake,149
8135,5713,4525,5260,4463,5160,39,Yes,Yes,ox,207,rabbit,219,pig,233
9605,8880,8295,9737,8062,3706,29,Yes,No,rat,365,snake,372,horse,379
2971,7409,8267,6512,2452,3208,39,Yes,Yes,pig,198,rabbit,215,ox,216
12,3516,46,5940,6876,942,31,Yes,No,rooster,108,horse,109,goat,112
7831,572,7990,614,8401,1927,32,Yes,No,tiger,192,snake,210,dog,213
7841,5120,6662,6285,9914,6129,18,Yes,Yes,snake,321,dog,323,tiger,324
1168,8194,7898,4747,5595,3081,15,Yes,Yes,dragon,228,goat,242,monkey,243
6607,2948,7112,735,9185,2887,10,Yes,No,monkey,238,dragon,247,tiger,262
6552,1346,6547,8481,6882,4353,17,Yes,Yes,dog,258,snake,266,rat,267
2114,1779,473,8273,2510,2577,20,Yes,Yes,horse,113,ox,121,dog,129
5444,3800,1027,1056,2839,8158,20,Yes,No,monkey,166,dog,170,goat,172
9488,859,7194,7796,6018,7706,10,Yes,Yes,monkey,333,horse,337,pig,352
7763,7498,3943,3425,1245,8750,12,Yes,Yes,monkey,260,horse,265,goat,265
4599,5514,8015,1566,1831,4324,30,Yes,Yes,dragon,194,rat,196,tiger,206
7866,7417,398,7622,6891,5327,13,Yes,No,horse,251,goat,271,monkey,280
7750,3883,9580,2111,3332,8767,15,Yes,Yes,dragon,290,monkey,293,goat,327
9843,3688,5974,8925,515,9003,23,Yes,Yes,dog,284,rat,288,snake,308
4490,627,7601,2450,7182,6571,39,Yes,No,pig,190,rabbit,202,ox,207
5377,1906,506,3358,2086,394,23,Yes,No,dog,99,rat,101,horse,101
6025,7222,7519,5790,7759,3838,14,Yes,Yes,monkey,310,dragon,311,horse,312
786,2208,4391,8659,7822,3258,34,Yes,No,pig,197,rooster,199,snake,206
6066,5137,1335,6923,4965,7904,29,Yes,No,horse,241,dog,242,snake,246
3857,3452,8902,794,7866,8044,11,Yes,Yes,monkey,254,dragon,270,goat,284
1796,7611,4079,3777,3833,3773,28,Yes,Yes,goat,183,horse,191,monkey,191
3805,4234,6317,9384,8955,7931,29,Yes,Yes,dog,314,snake,315,horse,324
2028,238,3721,5961,9650,357,35,Yes,Yes,pig,109,ox,119,rabbit,149
6517,8383,5131,6544,2930,4446,40,Yes,No,ox,214,rabbit,223,pig,234
7734,10,5680,4640,9830,1062,30,Yes,No,tiger,209,snake,214,dog,214
6560,9020,4370,7339,9138,6956,29,Yes,No,snake,327,horse,331,goat,333
4596,4311,2214,1717,8040,8059,30,Yes,Yes,monkey,210,snake,217,goat,218
4618,4479,4978,7253,8320,2790,18,Yes,No,snake,245,tiger,250,dog,252
8415,5713,405,4001,1609,5450,30,Yes,No,dog,191,horse,192,snake,196
2754,4660,9041,2599,4892,7318,32,Yes,Yes,tiger,247,dragon,247,monkey,248
4927,3903,7293,2598,396,9344,22,Yes,No,rat,225,dog,230,dragon,231
4487,9812,9499,8530,5266,3315,24,Yes,No,rat,304,dragon,316,horse,323
2613,1574,3200,645,1654,4768,35,Yes,No,rabbit,95,ox,106,pig,110
9269,1903,2999,9656,4113,8897,26,Yes,Yes,dog,264,snake,285,horse,286
6219,8194,5166,4068,3566,7565,22,Yes,No,rat,272,monkey,274,snake,277
8865,2634,4833,1105,2754,1205,17,Yes,No,rat,160,tiger,165,dog,166
2913,944,9280,9640,5676,8310,30,Yes,Yes,dog,287,rat,295,pig,298
7570,9854,4237,7927,7612,3171,13,Yes,Yes,horse,298,goat,322,monkey,325
8468,2014,4399,8813,5576,5229,22,Yes,Yes,dog,252,snake,264,rat,269
1120,9984,675,5705,5708,1672,34,Yes,No,goat,155,horse,157,rooster,168
8802,8073,4401,4006,9375,781,25,Yes,Yes,tiger,262,snake,262,rat,272
8,9315,7505,780,6298,6539,33,Yes,Yes,goat,218,monkey,221,dragon,223
8401,4143,973,8401,9506,3479,27,Yes,No,snake,250,dog,252,horse,254
1587,9253,7428,5258,851,5524,12,Yes,No,dragon,219,goat,231,horse,238
2266,7002,6588,755,5983,509,17,Yes,Yes,tiger,164,dragon,166,rat,179
8078,673,9391,9698,8681,5421,27,Yes,No,dog,316,snake,328,rat,329
1989,7763,4000,7036,2244,9667,15,Yes,Yes,goat,230,horse,245,rooster,248
1502,2001,9795,5461,5098,2746,36,Yes,Yes,pig,150,rabbit,192,ox,198
6478,9003,3454,6692,2064,7060,17,Yes,No,horse,259,rat,266,goat,269
9710,5630,84,9143,1648,1008,22,Yes,Yes,horse,179,rat,193,dog,197
2225,9129,8639,5142,8636,2299,40,Yes,No,pig,227,ox,242,rabbit,267
1292,6104,4866,6516,5694,2236,40,Yes,No,pig,159,ox,161,rabbit,178
5868,995,7524,1642,4717,45,34,Yes,Yes,tiger,148,rat,158,snake,167
5351,2103,1587,8014,8850,2425,22,Yes,Yes,snake,205,dog,206,horse,209
2181,8433,9755,3358,7522,1993,12,Yes,Yes,dragon,244,monkey,264,goat,276
696,4082,2467,4829,4379,4999,30,Yes,No,goat,153,rooster,157,horse,163
7942,1476,4966,9837,6932,6059,13,Yes,No,horse,298,monkey,316,pig,317
6633,7916,7700,3625,7644,8047,20,Yes,No,monkey,324,snake,325,tiger,327
7030,3920,2716,8044,7686,9541,33,Yes,No,dog,288,snake,295,horse,302
8647,990,8248,7532,6740,3151,25,Yes,No,dog,267,rat,271,tiger,275
1525,3496,6218,1961,9182,4400,29,Yes,No,tiger,193,monkey,202,snake,206
6527,5104,2767,4141,2512,7366,28,Yes,No,dog,218,snake,223,rat,226
8452,9986,2397,5782,7637,7548,13,Yes,No,horse,315,goat,317,monkey,320
5603,2133,5094,5416,3542,4818,29,Yes,No,dog,204,rat,209,snake,212
1416,8420,1576,2087,1436,6398,40,Yes,Yes,rabbit,129,ox,133,goat,135
230,5157,5402,6758,9627,2061,28,Yes,No,rooster,212,tiger,219,snake,221
582,611,3188,7533,3598,6488,36,Yes,Yes,rabbit,109,ox,120,pig,126
4392,6146,6134,7758,2991,2816,11,Yes,No,horse,233,dragon,243,goat,258
1363,7549,8549,6547,4439,6429,10,Yes,No,dragon,271,goat,274,rooster,274
7071,6533,2368,4993,740,820,11,Yes,No,horse,163,dragon,183,monkey,196
4383,1466,2313,4999,9737,7585,13,Yes,No,monkey,231,goat,237,horse,248
4982,1154,6176,1079,7629,2627,29,Yes,No,tiger,169,snake,181,dog,186
4238,4041,2574,5448,3757,3238,34,Yes,No,horse,177,snake,179,dog,180
7443,293,253,6997,9069,3183,23,Yes,No,dog,185,snake,192,ox,201
1640,3567,7573,5055,4771,5724,40,Yes,No,pig,177,rabbit,186,ox,196
412,7533,7150,9204,8002,5107,24,Yes,No,rooster,272,goat,279,horse,285
119,257,1899,2981,4268,3397,40,Yes,No,ox,74,rabbit,75,pig,76
6850,6403,2408,3067,980,9467,37,Yes,Yes,rabbit,171,ox,187,dog,227
3327,6379,214,5377,5426,8829,21,Yes,No,goat,198,horse,214,monkey,215
3909,2936,1442,2636,5990,1498,28,Yes,Yes,snake,134,tiger,138,dog,140
4843,2098,3727,4092,6764,9611,33,Yes,Yes,dog,234,monkey,239,snake,241
3812,4516,8991,8815,4606,2388,32,Yes,No,rat,247,tiger,265,dragon,267
4319,7118,3136,5832,4558,1283,26,Yes,Yes,horse,190,rat,196,snake,200
3398,2528,7700,9496,8884,9130,20,Yes,No,dog,317,snake,323,monkey,329
5291,124,959,138,6915,6444,19,Yes,Yes,dog,142,snake,144,monkey,145
1427,1142,8284,5215,4614,5191,28,Yes,No,tiger,207,rat,208,dog,210
70,4621,261,5023,1338,4941,40,Yes,Yes,rabbit,78,ox,82,goat,99
8,4016,9962,7508,2515,356,22,Yes,No,rat,176,dragon,178,pig,178
7862,4735,1323,1069,5301,5086,21,Yes,Yes,snake,190,dog,192,monkey,196
8543,5707,7469,535,9707,7284,10,Yes,Yes,monkey,304,dragon,330,goat,339
9507,669,4169,5727,6692,642,28,Yes,Yes,dog,197,snake,205,rat,210
1129,76,7509,5195,7875,4163,31,Yes,No,tiger,196,pig,199,snake,205
6886,2646,1208,5921,8237,7169,25,Yes,Yes,dog,232,snake,236,horse,251
2833,4755,674,427,5595,9241,19,Yes,Yes,goat,156,monkey,159,snake,179
4983,9467,9400,9935,3936,6495,37,Yes,Yes,rabbit,284,pig,285,ox,289
9289,8557,5139,1011,2487,2762,25,Yes,Yes,rat,215,dragon,226,tiger,231
2927,6198,6167,8845,9087,4519,11,Yes,Yes,horse,292,rooster,296,goat,298
9968,9865,2497,9938,7110,1017,12,Yes,Yes,horse,281,goat,331,monkey,335
3538,7842,3418,4760,7048,1852,24,Yes,No,horse,213,snake,215,goat,215
618,1971,7068,6778,647,8667,34,Yes,No,rooster,205,rat,207,dog,208
5239,5369,1918,9957,3752,4309,37,Yes,No,ox,155,rabbit,169,pig,189
7308,7988,9118,4401,7402,4865,14,Yes,No,dragon,329,monkey,334,horse,351
3778,2054,6178,1276,2908,3609,13,Yes,No,dragon,160,monkey,166,goat,189
8754,7426,8051,2052,1949,6362,30,Yes,Yes,rat,261,dragon,272,tiger,280
2481,2366,7272,7675,4525,2722,13,Yes,Yes,pig,212,horse,223,dragon,225
6995,3614,4928,287,8789,4255,18,Yes,No,tiger,208,snake,216,monkey,224
1913,4324,686,4964,7623,9678,11,Yes,No,goat,192,monkey,207,rooster,214
6114,7171,3709,9204,7229,6902,23,Yes,Yes,horse,300,snake,308,dog,310
9429,3303,1482,4238,5488,7394,27,Yes,Yes,dog,227,snake,235,monkey,251
1490,15,4909,2493,1630,9252,22,Yes,Yes,monkey,156,dog,156,goat,165
5130,7625,4434,8530,925,421,22,Yes,Yes,rat,188,horse,189,dragon,215
1014,6449,3433,9656,8512,3214,25,Yes,Yes,rooster,225,horse,226,goat,233
5812,5788,6278,8251,2609,9138,15,Yes,Yes,horse,303,goat,310,monkey,312
8321,2433,5468,4502,374,7927,16,Yes,No,dog,220,rat,225,snake,239
3736,1193,8699,2839,9847,295,30,Yes,Yes,tiger,180,snake,204,pig,210
6369,2248,4626,5214,8951,3403,24,Yes,Yes,snake,231,dog,232,tiger,233
2242,124,108,7865,693,9953,26,Yes,Yes,rabbit,114,dog,148,horse,151
794,6743,3511,7373,3998,4156,14,Yes,Yes,horse,189,goat,189,rooster,190
4679,2020,5319,3414,707,6473,28,Yes,Yes,rat,178,dog,179,snake,189
1051,2827,4488,5439,5661,1143,16,Yes,Yes,tiger,158,pig,158,snake,159
5451,9572,4058,7228,6139,1284,39,Yes,Yes,ox,197,pig,219,rabbit,232
3104,5831,6376,3498,9126,8400,38,Yes,No,ox,237,rabbit,240,pig,245
8768,6801,5236,5505,130,5914,27,Yes,No,rat,239,dog,255,horse,260
1927,452,6558,5182,8995,7567,16,Yes,Yes,tiger,237,snake,238,dog,238
8701,8137,6676,3386,28,7502,19,Yes,No,rat,259,dragon,274,dog,279
5129,5676,7856,7267,370,534,14,Yes,No,dragon,204,horse,216,rat,230
8545,9255,8,8299,5131,2379,36,Yes,No,ox,168,rabbit,209,horse,223
6292,8400,8036,2238,8048,942,33,Yes,Yes,tiger,247,rat,258,dragon,260
9832,3945,6202,1267,6530,7696,30,Yes,Yes,dog,272,tiger,276,snake,277
7417,4032,88,7119,6378,9643,11,Yes,No,horse,259,goat,263,monkey,269
9370,3775,1688,5027,1209,6386,16,Yes,No,dog,200,rat,212,snake,214
4076,3817,6329,5756,9496,5896,38,Yes,Yes,ox,219,pig,221,rabbit,233
7046,8542,5551,4421,9245,6166,34,Yes,Yes,snake,312,tiger,318,monkey,318
6046,9496,3274,5965,3915,7280,23,Yes,Yes,horse,269,goat,271,rat,280
9771,7785,9250,4433,7703,7639,34,Yes,Yes,rat,365,tiger,365,snake,365
6310,3482,6879,8447,9788,3881,15,Yes,Yes,horse,315,monkey,321,pig,322
685,1858,4835,9741,9738,8928,36,Yes,No,ox,196,rabbit,197,pig,203
2393,6205,6945,9657,8126,6580,12,Yes,Yes,rooster,308,horse,310,goat,311
824,648,4841,8373,9651,457,30,Yes,Yes,pig,159,snake,183,tiger,184
6896,8730,9543,2391,2520,7767,13,Yes,Yes,dragon,289,monkey,305,goat,327
3636,8200,8359,1420,6269,1860,32,Yes,No,dragon,217,tiger,218,rat,228
3159,4436,6305,4961,3890,6006,29,Yes,Yes,rat,229,monkey,233,dog,233
5430,8500,1050,1155,547,7425,10,Yes,No,goat,172,monkey,180,horse,185
699,4653,3953,7771,8678,7055,30,Yes,Yes,rooster,234,goat,235,snake,249
8210,2957,2499,5428,5326,7392,40,Yes,Yes,ox,185,rabbit,191,pig,221
8591,4780,3404,556,3307,268,39,Yes,No,ox,145,rat,154,tiger,157
9302,5964,4779,8962,3748,4716,36,Yes,Yes,ox,222,rabbit,235,pig,249
8409,643,7459,579,1780,360,16,Yes,Yes,rat,138,tiger,143,dog,152
4198,3993,8643,918,3203,5568,12,Yes,Yes,dragon,205,monkey,216,goat,242
6280,6562,3113,9813,9723,1027,25,Yes,Yes,horse,262,snake,268,dog,279
4205,493,5427,7611,5559,9824,21,Yes,No,dog,247,snake,262,monkey,270
1512,8562,1126,4390,1254,1700,35,Yes,No,ox,106,rabbit,117,horse,117
9152,9334,9023,2934,4241,7164,28,Yes,No,rat,321,dragon,330,tiger,334
512,720,3835,5308,5234,7455,36,Yes,No,rabbit,124,ox,138,pig,140
6375,4755,778,6218,584,4846,13,Yes,No,horse,168,goat,191,monkey,198
5263,1073,5721,3834,2109,3693,14,Yes,Yes,dragon,186,monkey,192,horse,196
7745,3755,1452,2781,2690,9235,35,Yes,Yes,rabbit,160,ox,168,dog,204
7433,3932,5072,5930,5245,8507,24,Yes,No,dog,274,snake,283,rat,290
5915,9119,1858,8106,6283,2734,13,Yes,Yes,horse,234,goat,257,monkey,272
6415,2180,4025,4034,9146,3736,34,Yes,No,snake,219,dog,221,tiger,222
7780,6861,292,5933,8814,6362,36,Yes,No,ox,186,rabbit,219,pig,249
3153,7253,9929,5939,9846,3758,15,Yes,No,dragon,316,monkey,319,goat,329
3219,8691,7770,953,8410,3406,16,Yes,Yes,tiger,236,dragon,246,monkey,247
1669,9438,8080,3951,7325,2404,11,Yes,No,dragon,245,goat,256,monkey,256
5082,3877,9561,3162,2557,1922,13,Yes,No,dragon,197,monkey,232,rat,240
7780,9001,2625,2927,6334,6075,18,Yes,Yes,snake,263,monkey,266,goat,271
2787,3844,296,529,833,9699,29,Yes,Yes,goat,120,monkey,125,dog,139
7050,4035,1320,4368,9144,1795,30,Yes,Yes,snake,197,dog,206,tiger,207
1307,8702,5722,4747,2910,3375,31,Yes,No,dragon,199,goat,201,rat,203
9215,6970,8030,7312,8572,9544,25,Yes,Yes,snake,386,dog,386,rat,394
1494,668,6927,2745,5208,5229,30,Yes,Yes,tiger,173,monkey,180,dog,181
961,6036,2918,4765,2553,3474,16,Yes,Yes,goat,148,horse,151,rooster,155
5685,4930,6536,4184,3142,6170,35,Yes,No,rabbit,205,ox,211,pig,214
8218,6337,5651,3738,1789,339,26,Yes,No,rat,183,dragon,204,tiger,206
1064,5909,6221,6867,6809,302,19,Yes,Yes,tiger,207,horse,208,rat,209
9898,315,7694,2499,6070,8783,20,Yes,Yes,dog,264,tiger,279,snake,279
7394,1365,2042,7039,416,8071,26,Yes,No,dog,187,rat,207,horse,207
7625,2019,5706,3126,5816,7769,36,Yes,Yes,rabbit,210,ox,214,pig,226
4022,3258,4060,1103,2110,9796,16,Yes,Yes,monkey,186,dog,192,goat,195
1768,772,5030,9902,4157,9329,17,Yes,Yes,dog,234,rooster,239,horse,245
979,9089,336,8410,8650,687,14,Yes,No,horse,171,goat,179,rooster,183
1512,1562,3434,7378,352,1787,22,Yes,Yes,horse,115,rat,117,pig,119
1602,470,2671,2124,2691,4019,13,Yes,Yes,monkey,109,goat,115,rooster,119
8434,2649,8286,1572,8140,8922,14,Yes,No,monkey,302,dragon,329,goat,342
8376,3466,2375,6228,2148,5402,11,Yes,No,horse,218,monkey,238,goat,245
1992,5517,767,121,6115,3596,35,Yes,Yes,ox,108,goat,119,monkey,123
2249,8831,1689,807,3916,641,25,Yes,Yes,goat,124,horse,131,dragon,133
9279,2034,617,4636,9290,7466,10,Yes,No,monkey,259,horse,268,goat,276
238,7407,2013,8771,7582,8541,32,Yes,Yes,goat,224,rooster,231,horse,243
3153,8510,7598,9090,8201,9692,36,Yes,Yes,ox,284,rabbit,285,pig,298
8778,249,5518,8976,5014,4849,28,Yes,No,dog,242,rat,258,snake,260
4747,7595,8065,6295,9294,2617,23,Yes,No,tiger,290,snake,297,rat,299
2011,4114,3715,4544,2,3756,33,Yes,No,rat,137,horse,143,dragon,146
9261,5215,2481,5725,5687,8492,14,Yes,Yes,horse,292,monkey,293,goat,302
5173,782,3910,1884,5403,1768,18,Yes,No,tiger,141,dog,144,snake,145
2872,7644,8685,7381,6144,9698,18,Yes,No,goat,330,monkey,333,rat,338
4083,4912,9670,5227,5637,1073,10,Yes,Yes,dragon,236,pig,260,monkey,263
6175,1626,5481,7335,1989,323,36,Yes,No,pig,134,ox,147,rabbit,156
4236,7791,9975,2282,4534,8521,27,Yes,No,dragon,287,monkey,293,rat,296
6806,9724,3353,3216,7550,2984,32,Yes,No,snake,250,tiger,257,horse,260
7999,3050,7125,8953,1340,7448,19,Yes,Yes,rat,272,dog,275,snake,294
7032,9235,2556,3185,685,4245,23,Yes,No,rat,199,horse,203,dragon,213
2339,189,2998,1328,2827,6437,22,Yes,Yes,dog,122,monkey,125,snake,130
1383,2722,4659,1371,998,1817,12,Yes,Yes,dragon,95,monkey,110,goat,118
9379,427,226,5493,3702,1474,35,Yes,No,ox,103,rabbit,128,pig,137
323,132,1709,9405,7049,6912,31,Yes,No,rooster,173,goat,184,horse,185
1820,6109,5632,3383,5527,7268,35,Yes,No,rabbit,194,ox,200,pig,204
9137,568,7570,3659,6786,6590,32,Yes,No,dog,258,tiger,267,snake,269
2381,5872,849,8322,2374,2561,13,Yes,No,horse,140,goat,161,rooster,164
5515,1011,6415,2005,67,3529,27,Yes,No,rat,138,dog,150,dragon,153
3793,4652,1111,3881,2114,8386,36,Yes,No,rabbit,127,ox,139,goat,173
342,2602,6615,2976,8882,3797,31,Yes,Yes,tiger,182,monkey,194,snake,196
9780,5810,5099,2664,1131,2278,35,Yes,No,ox,189,rat,192,rabbit,199
4402,8474,7383,167,7579,9888,16,Yes,Yes,monkey,278,tiger,293,goat,293
7505,4490,2109,1120,7995,5332,37,Yes,Yes,ox,174,rabbit,197,snake,210
1973,9292,2188,7627,3074,7458,40,Yes,No,ox,176,rabbit,176,goat,210
1116,4885,8912,4993,3312,3812,21,Yes,Yes,dragon,205,rat,208,tiger,215
294,7402,4601,1374,7731,6429,21,Yes,No,goat,191,monkey,195,rooster,207
2836,9199,6190,2707,8609,2910,31,Yes,Yes,tiger,241,monkey,246,snake,248
7198,1010,1533,1114,6729,2730,18,Yes,Yes,snake,146,dog,147,tiger,152
9902,1267,3447,190,8933,233,16,Yes,No,tiger,164,snake,170,dog,175
4296,1926,1542,1641,3540,3759,30,Yes,No,dog,126,snake,127,monkey,133
152,9509,9353,2975,9384,3826,11,Yes,No,dragon,260,monkey,265,goat,267
8175,6243,3530,898,4720,8710,16,Yes,Yes,monkey,247,snake,251,dog,251
6628,6284,7821,8964,7456,4785,35,Yes,Yes,ox,261,pig,262,rabbit,278
2502,8227,1122,7494,9750,5659,33,Yes,No,goat,233,horse,242,rooster,250
8811,9012,5324,3435,750,8433,20,Yes,Yes,rat,272,dog,287,dragon,290
8485,6750,1183,4426,6985,315,10,Yes,No,horse,207,monkey,229,goat,236
4649,5557,2406,4182,4100,5624,30,Yes,No,snake,205,goat,205,horse,206
8556,7487,9526,4077,575,9028,40,Yes,No,rabbit,265,ox,290,pig,292
4889,8731,2114,437,9581,6296,40,Yes,Yes,ox,194,rabbit,224,monkey,226
7953,9699,4667,3881,354,7050,38,Yes,Yes,rabbit,219,ox,226,rat,252
4077,7490,3022,4717,1643,229,28,Yes,No,rat,151,horse,151,dragon,163
790,2779,9584,6580,4553,2278,15,Yes,Yes,pig,203,dragon,205,rooster,221
4916,4409,2902,1376,1996,6677,33,Yes,No,monkey,174,dog,177,snake,179
1329,9368,8977,6147,7279,9534,16,Yes,Yes,goat,319,monkey,325,rooster,330
5034,8798,1105,1030,5092,2406,32,Yes,Yes,goat,171,snake,174,monkey,174
6283,7223,6800,5177,2528,9784,23,Yes,No,rat,296,monkey,302,dog,302
3933,5742,824,6418,3188,8601,25,Yes,No,goat,202,horse,207,dog,219
8906,7398,8709,7787,2610,2860,36,Yes,Yes,pig,254,ox,258,rabbit,268
7324,3110,5335,3570,3926,5697,23,Yes,No,dog,224,rat,227,snake,229
4389,1947,157,8866,4428,7353,22,Yes,No,horse,191,dog,193,ox,202
3945,4627,7969,9590,1567,2556,38,Yes,Yes,pig,178,rabbit,196,ox,197
8455,5828,7945,4842,2178,4575,21,Yes,No,rat,250,dog,271,dragon,272
4696,8405,2171,3873,6344,7561,29,Yes,No,goat,237,monkey,244,snake,251
2271,3281,7805,502,9674,8058,27,Yes,Yes,monkey,234,tiger,235,snake,248
2645,1846,4295,2032,6431,8799,15,Yes,No,monkey,193,goat,205,rooster,221
6758,8824,2561,7292,91,2087,34,Yes,Yes,horse,189,rat,194,snake,219
2167,2174,9567,2702,7304,7012,38,Yes,No,pig,198,rabbit,217,ox,229
3764,3046,3345,4820,294,3339,30,Yes,Yes,rat,140,horse,148,dog,148
4599,5071,5799,4199,1821,800,16,Yes,Yes,rat,159,dragon,170,tiger,177
1315,380,8691,7046,1649,5509,35,Yes,No,pig,140,rabbit,150,ox,178
4398,7523,8963,6588,7123,1651,38,Yes,No,pig,224,ox,244,rabbit,266
9462,9650,3644,125,5408,8514,21,Yes,No,monkey,278,snake,283,dog,291
9699,390,3951,3170,1324,8884,19,Yes,No,dog,198,rat,220,snake,221
1543,6817,3524,2128,4683,5411,15,Yes,No,goat,171,monkey,177,rooster,190
453,4509,5441,3401,700,7356,17,Yes,Yes,goat,166,dragon,172,rooster,172
1110,5312,2021,5962,6622,958,21,Yes,No,horse,152,goat,158,rooster,158
7850,6481,6038,7153,3525,1563,18,Yes,No,rat,238,horse,257,snake,258
3693,2700,929,8331,8366,4333,32,Yes,Yes,horse,203,dog,206,snake,207
8473,8443,6198,8632,5331,6651,36,Yes,No,ox,267,rabbit,279,pig,296
7988,3863,4620,634,5439,7269,40,Yes,No,ox,204,rabbit,207,pig,226
6086,4958,9568,8357,8347,5819,22,Yes,No,rat,338,tiger,338,snake,340
1681,7737,9464,9034,324,3256,29,Yes,No,rat,226,dragon,232,horse,247
4697,6776,7362,8688,3545,3802,20,Yes,Yes,rat,261,horse,272,dragon,280
8269,2472,5045,4132,1726,9572,36,Yes,Yes,rabbit,187,ox,209,pig,231
2609,6462,2224,7109,1941,9265,11,Yes,Yes,goat,206,horse,215,rooster,226
3950,4680,5236,4542,1145,2615,16,Yes,No,rat,164,dragon,176,horse,180
2411,8173,1068,2830,2763,2657,32,Yes,Yes,goat,134,horse,137,monkey,150
802,470,9635,2447,3079,1830,22,Yes,No,tiger,136,dragon,136,rat,142
2007,4154,1629,9748,6231,4070,35,Yes,Yes,ox,133,rabbit,151,pig,157
4060,5599,7441,4543,676,2121,31,Yes,No,rat,176,dragon,182,tiger,200
854,384,3723,3008,1157,6287,24,Yes,Yes,dog,123,monkey,125,goat,128
5036,2209,9148,3425,1131,2234,40,Yes,No,pig,151,rat,168,rabbit,178
953,4472,1556,501,8860,8076,28,Yes,No,goat,158,monkey,161,snake,180
9823,3545,791,957,4501,146,32,Yes,No,snake,143,dog,144,tiger,149
4826,7682,2824,7850,7375,8166,16,Yes,Yes,goat,283,horse,286,snake,295
7988,8950,7177,8118,7391,8466,12,Yes,Yes,horse,383,monkey,384,goat,390
9176,7068,6750,3818,8044,1580,33,Yes,Yes,tiger,272,rat,278,snake,278
3057,9764,3027,9601,9665,1255,31,Yes,Yes,horse,247,goat,262,snake,268
1493,4467,9923,7556,8080,247,33,Yes,No,tiger,235,pig,237,rat,242
3009,2241,6931,1804,7864,4407,29,Yes,No,tiger,194,snake,205,monkey,208
3913,1653,2963,8259,8300,3670,25,Yes,No,snake,213,dog,214,horse,219
223,882,1353,7660,2867,4026,39,Yes,No,rabbit,78,ox,79,pig,88
7665,9665,5659,585,8506,1690,27,Yes,No,tiger,244,snake,255,rat,262
1575,360,582,8581,8500,457,14,Yes,No,ox,123,pig,124,horse,134
5781,4066,8103,1695,1604,6123,35,Yes,No,rabbit,197,pig,202,rat,213
4722,1437,7883,2691,7407,364,30,Yes,Yes,tiger,172,rat,192,snake,192
3845,40,6327,8800,9680,6265,34,Yes,Yes,dog,262,snake,268,tiger,275
6812,4499,3416,8018,6156,5235,35,Yes,Yes,ox,191,rabbit,210,pig,219
927,4059,1842,6402,5122,2773,27,Yes,Yes,horse,148,rooster,150,goat,152
